管理No,入荷日,入荷店舗,仕入元,担当者,モデル,ストレージ,ランク,バッテリー%,カメラ窓,カメラ染み,NW制限,非正規修理,IMEI,買取価格,修理パーツ原価,販売原価,販売価格,在庫ステータス,ECステータス,販売日,販売チャネル,販売担当者,備考,最終価格更新日時
1154,2025/05/17,福井店,店舗 (ベル),,11ProMax,512,美品,90%~,破損なし,染みなし,◯,履歴なし,353918103461154,49000,0,49000,59073,販売済,SM出品済,2025/12/08,Shopify,その他,0.048,
6278,2025/06/07,福井店,店舗 (ベル),,SE3,64,リペア品,80%~89%,破損なし,染みなし,△,履歴なし,359968971366278,14500,1980,16480,24527,販売済,S出品済,2025/12/02,店舗,龍田,0.188,
6407,2025/06/07,鯖江店,店舗 (ベル),,SE3,64,美品,80%~89%,破損なし,染みなし,△,履歴なし,359968979246407,20300,0,20300,33618,販売済,S出品済,2025/12/04,店舗,龍田,0.264,
3854,2025/06/17,鯖江店,店舗 (ベル),,XR,128,リペア品,79%,破損なし,染みなし,◯,履歴なし,357379093893854,8000,3003,11003,15436,販売済,SM出品済,2025/12/23,メルカリ,龍田,0.129,
8424,2025/06/22,鯖江店,店舗 (ベル),,11ProMax,64,リペア品,79%,破損なし,染みあり,◯,履歴なし,353908102628424,14400,4351,18751,29982,販売済,SM出品済,2025/12/10,メルカリ,土本,0.24,
7942,2025/07/06,福井店,店舗 (ベル),,SE2,64,良品,80%~89%,破損なし,染みあり,◯,履歴なし,356742114227942,9800,548,10348,14527,販売済,SM出品済,2025/12/15,店舗,堀,0.126,
9747,2025/07/06,福井店,店舗 (ベル),,SE3,64,リペア品,80%~89%,破損なし,染みなし,◯,履歴あり,355124564719747,11600,1980,13580,27255,販売済,S出品済,2025/12/04,Shopify,その他,0.364,
783,2025/07/12,鯖江店,店舗 (ベル),,11,64,並品,79%,破損なし,染みあり,◯,履歴なし,356566104570783,7200,0,7200,19982,販売済,SM出品済,2025/12/01,店舗,土本,0.492,
6424,2025/07/27,鯖江店,店舗 (ベル),,12mini,128,美品,79%,破損なし,染みなし,◯,履歴なし,353016113246424,20800,792,21592,31618,販売済,SM出品済,2025/12/24,メルカリ,その他,メルカリ販売価格,2025/12/24
4341,2025/08/03,鯖江店,店舗 (鯖江),,SE2,64,良品,79%,破損なし,染みなし,◯,履歴なし,352980535194341,8400,0,8400,15436,販売済,SM出品済,2025/12/28,店舗,龍田,0.297,
1532,2025/08/11,鯖江店,店舗 (鯖江),,11,64,並品,79%,破損なし,染みなし,◯,履歴なし,352928110811532,9600,0,9600,21800,販売済,SM出品済,2025/12/07,Shopify,土本,0.415,
6789,2025/08/11,福井店,店舗 (ベル),,7,128,リペア品,80%~89%,破損あり,染みあり,◯,履歴なし,353837085006789,1000,1375,2375,5436,販売済,M出品済,2025/12/09,メルカリ,龍田,0.315,
1439,2025/08/11,福井店,店舗 (ベル),,13mini,128,並品,79%,破損なし,染みなし,◯,履歴なし,352971448961439,25700,825,26525,39982,販売済,S出品済,2025/12/02,店舗,龍田,0.208,
1077,2025/08/18,鯖江店,店舗 (鯖江),,SE2,64,並品,79%,破損なし,染みあり,◯,履歴なし,358397344821077,6000,548,6548,12709,販売済,SM出品済,2025/12/01,Shopify,土本,0.316,
5929,2025/08/31,鯖江店,ウェブ,,13mini,128,美品,79%,破損なし,染みなし,◯,履歴なし,359693400365929,32000,825,32825,53618,販売済,SM出品済,2025/12/12,Shopify,土本,0.264,
3252,2025/09/13,鯖江店,店舗 (鯖江),,SE3,64,リペア品,80%~89%,破損なし,染みなし,◯,履歴なし,352348979453252,11600,2937,14537,22709,販売済,SM出品済,2025/12/03,メルカリ,土本,0.217,
8949,2025/09/14,福井店,店舗 (ベル),,12mini,64,リペア品,79%,破損なし,染みなし,◯,履歴なし,353013117458949,8800,0,8800,14527,販売済,M出品済,2025/12/09,メルカリ,龍田,0.233,
891,2025/09/17,鯖江店,店舗 (ベル),,11,64,良品,79%,破損なし,染みあり,◯,履歴なし,356575102910891,9600,825,10425,25436,販売済,SM出品済,2025/12/07,Shopify,土本,0.451,
8508,2025/09/26,福井店,ウェブ,,13,128,美品,80%~89%,破損なし,染みなし,◯,履歴なし,351519632268508,44100,0,44100,57255,販売済,S出品済,2025/12/10,店舗,堀,0.107,
2621,2025/09/29,福井店,店舗 (ベル),,SE2,256,並品,79%,破損なし,染みあり,◯,履歴なし,356780113302621,7600,548,8148,17255,販売済,未出品,2025/12/25,店舗,堀,0.374,
3369,2025/10/01,鯖江店,店舗 (ベル),,12,64,良品,80%~89%,破損なし,染みあり,◯,履歴なし,352380205773369,14500,0,14500,29982,販売済,SM出品済,2025/12/30,店舗,龍田,0.381,
308,2025/10/04,福井店,ウェブ,,SE2,64,良品,80%~89%,破損なし,染みなし,◯,履歴なし,356788110630308,9200,0,9200,15436,販売済,S出品済,2025/12/17,店舗,龍田,0.245,
4514,2025/10/05,福井店,店舗 (ベル),,SE2,64,並品,80%~89%,破損なし,染みなし,◯,履歴なし,356485100374514,7200,0,7200,12709,販売済,S出品済,2025/12/12,Shopify,龍田,0.264,
8794,2025/10/17,福井店,店舗 (ベル),,XS,256,美品,79%,破損なし,染みあり,◯,履歴なし,357237091758794,10800,-2800,8000,22709,販売済,S出品済,2025/12/17,店舗,龍田,0.505,
9938,2025/10/19,鯖江店,ウェブ,,12ProMax,128,美品,80%~89%,破損なし,染みなし,◯,履歴なし,356725110159938,48600,0,48600,68164,販売済,SM出品済,2025/12/10,店舗,土本,0.166,
8953,2025/10/21,福井店,店舗 (ベル),,13Pro,256,リペア品,79%,破損なし,染みなし,◯,履歴なし,350283164678953,30000,4884,34884,49982,販売済,S出品済,2025/12/20,店舗,堀,0.177,
9263,2025/10/21,鯖江店,ウェブ,,12,64,良品,80%~89%,破損なし,染みあり,◯,履歴なし,353051112879263,14500,0,14500,27254,販売済,SM出品済,2025/12/05,店舗,土本,0.381,
9227,2025/10/24,福井店,店舗 (ベル),,11Pro,256,並品,80%~89%,破損なし,染みなし,◯,履歴なし,353825108429227,16300,-6300,10000,22709,販売済,未出品,2025/12/30,店舗,堀,0.417,
4967,2025/10/28,鯖江店,ウェブ,,15Pro,256,良品,90%~,破損なし,染みなし,◯,履歴なし,354230912234967,94000,0,94000,118164,販売済,S出品済,2025/12/27,店舗,龍田,0.088,
5613,2025/11/01,福井店,店舗 (ベル),,12,128,並品,90%~,破損なし,染みなし,◯,履歴あり,353048113535613,16600,0,16600,31800,販売済,S出品済,2025/12/07,店舗,堀,0.344,
1945,2025/11/04,福井店,店舗 (ベル),,12,128,良品,79%,破損なし,染みなし,△,履歴なし,353920960061945,15200,0,15200,35436,販売済,S出品済,2025/12/01,店舗,龍田,0.44,
1745,2025/11/04,鯖江店,店舗 (ベル),,XR,64,リペア品,80%~89%,破損なし,染みあり,◯,履歴なし,353051102191745,0,2200,2200,13618,販売済,SM出品済,2025/12/14,店舗,龍田,0.673,
6777,2025/11/05,福井店,ウェブ,,15Pro,256,並品,80%~89%,破損なし,染みなし,◯,履歴なし,355361723766777,68500,0,68500,99073,販売済,S出品済,2025/12/09,店舗,堀,0.191,
1724,2025/11/08,鯖江店,店舗 (ベル),,14,128,並品,80%~89%,破損なし,染みなし,◯,履歴なし,350967681701724,37300,0,37300,56345,販売済,SM出品済,2025/12/25,店舗,龍田,0.215,
5617,2025/11/14,福井店,店舗 (ベル),,13Pro,256,美品,80%~89%,破損なし,染みなし,◯,履歴なし,351436771025617,52400,0,52400,82709,販売済,S出品済,2025/12/21,Shopify,その他,0.247,
701,2025/11/15,福井店,店舗 (ベル),,11,128,並品,79%,破損なし,染みあり,◯,履歴あり,356573106680701,11000,0,11000,24527,販売済,S出品済,2025/12/30,店舗,龍田,0.411,
1296,2025/11/21,鯖江店,ウェブ,,12ProMax,256,良品,79%,破損なし,染みなし,◯,履歴なし,356725117861296,37600,0,37600,62627,販売済,SM出品済,2025/12/10,店舗,土本,0.278,
8509,2025/11/21,鯖江店,ウェブ,,12ProMax,256,美品,80%~89%,破損なし,染みなし,◯,履歴なし,356724113328509,43300,0,43300,71800,販売済,S出品済,2025/12/20,店舗,土本,0.276,
8157,2025/11/23,福井店,店舗 (ベル),,SE3,128,並品,79%,破損なし,染みなし,◯,履歴なし,350158426028157,16400,0,16400,31800,販売済,未出品,2025/12/13,店舗,堀,0.351,
821,2025/11/27,鯖江店,店舗 (鯖江),,12,64,並品,80%~89%,破損なし,染みあり,◯,履歴なし,353304544330821,10500,0,10500,25436,販売済,SM出品済,2025/12/21,店舗,龍田,0.448,
8520,2025/12/13,鯖江店,鯖江店,土本,12mini,128,美品,72,破損なし,染みあり,◯,履歴なし,353010116498520,14400,0,14400,30980,販売済,S出品済,2025/12/30,店舗,龍田,"減額
バッテリー 79%以下 -2,000円
カメラ染み 10%",2025/12/26
1596,2025/12/14,鯖江店,福井店,堀,11ProMax,64,リペア品,77,破損なし,染みあり,◯,履歴なし,352869112961596,10000,2050,12050,20980,販売済,,2025/12/19,店舗,土本,,
3260,2025/12/15,福井店,福井店,堀,13,256,美品,89,破損なし,染みなし,△,履歴なし,357654178083260,18000,0,18000,55980,販売済,,2025/12/28,店舗,堀,"コネクタ充電不良
パーツ交換なしで改善
ネットワーク△分 減額",2025/12/15
6097,2025/12/21,福井店,福井店,堀,SE3,64,良品,83,破損なし,染みなし,◯,履歴なし,355486593896097,21300,0,21300,34980,販売済,,2025/12/27,店舗,その他,バッテリー78% 減額,2025/12/21
4941,2025/12/21,福井店,WEB,堀,12,128,並品,80,破損なし,染みなし,◯,履歴なし,350643633854941,18920,0,18920,29980,販売済,,2025/12/26,店舗,堀,"web買取10%UP +1,720円",
3116,2025/12/28,福井店,福井店,堀,13,128,超美品,100,破損なし,染みなし,◯,履歴なし,353202257183116,48000,0,48000,68980,販売済,,2025/12/31,店舗,堀,,
6469,2025/02/16,福井店,店舗 (ベル),,SE2,128,美品,79%,破損なし,染みなし,◯,履歴なし,356785116656469,13600,548,14148,24527,販売済,SM出品済,2026/01/03,店舗,堀,0.283,
8973,2025/03/08,鯖江店,店舗 (ベル),,12,128,美品,80%~89%,破損なし,染みなし,◯,履歴なし,358503111528973,34200,0,34200,39980,販売済,SM出品済,2026/01/18,メルカリ,土本,0.054,2026/01/11
6917,2025/03/09,福井店,店舗 (ベル),,SE2,128,美品,79%,破損なし,染みなし,◯,履歴なし,356742114416917,13600,548,14148,19618,販売済,SM出品済,2026/01/09,店舗,堀,0.129,
8962,2025/05/14,福井店,ウェブ,,13mini,128,美品,80%~89%,破損なし,染みなし,◯,履歴なし,354084998588962,41400,0,41400,52980,販売済,SM出品済,2026/01/17,店舗,堀,0.104,2026/01/13
4760,2025/05/22,福井店,店舗 (ベル),,13Pro,128,美品,80%~89%,破損なし,染みなし,◯,履歴なし,356310703884760,57600,0,57600,68164,販売済,SM出品済,2026/01/03,店舗,堀,0.034,
8207,2025/06/03,福井店,店舗 (ベル),,XSMax,64,並品,80%~89%,破損なし,染みなし,◯,履歴なし,357304090268207,16800,0,16800,27980,販売済,SM出品済,2026/01/24,店舗,堀,"バッテリー -1,000円
",2026/01/21
252,2025/07/07,福井店,店舗 (ベル),,11,128,良品,80%~89%,破損なし,染みあり,◯,履歴なし,352924110980252,13500,0,13500,27255,販売済,SM出品済,2026/01/07,店舗,龍田,0.367,
1606,2025/08/17,福井店,店舗 (ベル),,13mini,128,美品,80%~89%,破損なし,染みなし,◯,履歴なし,354084996321606,35600,0,35600,52980,販売済,S出品済,2026/01/19,店舗,龍田,0.212,2026/01/13
4390,2025/08/29,鯖江店,店舗 (ベル),,Pad10,64,美品,90%~,破損なし,染みなし,◯,履歴なし,358011795534390,31200,0,31200,49982,販売済,未出品,2026/01/31,店舗,土本,0.251,
3721,2025/09/13,鯖江店,店舗 (鯖江),,XR,128,並品,90%~,破損なし,染みなし,◯,履歴なし,357371096353721,8000,0,8000,15436,販売済,SM出品済,2026/01/12,店舗,龍田,0.323,
8398,2025/09/23,鯖江店,ウェブ,,15,128,美品,90%~,破損なし,染みなし,◯,履歴なし,355800722388398,84000,0,84000,86345,販売済,S出品済,2026/01/04,店舗,土本,-0.092,
6238,2025/10/08,福井店,店舗 (鯖江),,XS,256,良品,79%,破損なし,染みなし,◯,履歴なし,357239090626238,8000,1100,9100,19980,販売済,SM出品済,2026/01/18,店舗,龍田,0.456,2026/01/13
9435,2025/10/11,福井店,店舗 (鯖江),,12mini,64,美品,79%,破損なし,染みなし,◯,履歴なし,353014110079435,14600,792,15392,27255,販売済,SM出品済,2026/01/14,店舗,堀,0.352,
568,2025/10/12,鯖江店,店舗 (ベル),,13ProMax,128,美品,90%~,破損なし,染みなし,◯,履歴なし,359577620080568,71000,0,71000,89980,販売済,SM出品済,2026/01/27,店舗,土本,0.084,2026/01/11
1225,2025/11/04,福井店,店舗 (ベル),,SE2,128,リペア品,80%~89%,破損なし,染みなし,◯,履歴なし,356483105411225,7000,1980,8980,16980,販売済,SM出品済,2026/01/25,店舗,堀,0.26,2026/01/25
1107,2025/11/14,福井店,店舗 (鯖江),,16e,128,美品,90%~,破損なし,染みなし,◯,履歴なし,355981132601107,76000,0,76000,99980,販売済,S出品済,2026/01/27,店舗,龍田,"純正100% +5,000円",2026/01/13
2516,2025/11/16,鯖江店,店舗 (鯖江),,11,64,並品,79%,破損なし,染みあり,◯,履歴なし,352919114682516,8000,0,8000,23980,販売済,SM出品済,2026/01/26,店舗,土本,"バッテリー-2,000
シミ少-1,000",2026/01/24
7533,2025/11/22,福井店,ウェブ,,11,64,良品,79%,破損なし,染みあり,◯,履歴なし,354003107257533,10000,0,10000,24255,販売済,SM出品済,2026/01/07,店舗,龍田,カメラシミ 10%減額,2025/12/23
9710,2025/12/16,鯖江店,鯖江店,土本,14,256,並品,87,破損なし,染みなし,△,履歴なし,358851436759710,29260,0,29260,62980,販売済,S出品済,2026/01/06,店舗,龍田,買取強化端末10%アップで買取,
9471,2025/12/18,鯖江店,鯖江店,龍田,SE3,64,美品,100,破損なし,染みなし,◯,履歴なし,358974868679741,27000,0,27000,45980,販売済,S出品済,2026/01/16,Shopify,土本,,2026/01/11
3970,2025/12/21,福井店,福井店,堀,13mini,128,リペア品,78,破損なし,染みなし,◯,履歴あり,354084992633970,14000,0,14000,37980,販売済,,2026/01/23,店舗,龍田,"バッテリー -2,000円",2026/01/21
1300,2025/12/21,福井店,福井店,堀,SE2,128,並品,81,破損なし,染みあり,◯,履歴なし,356795110231300,7000,0,7000,16980,販売済,S出品済,2026/01/17,店舗,龍田,"減額
バッテリー 89~80% -1,000円
カメラシミ -1,000",2026/01/13
1440,2025/12/28,福井店,WEB,堀,SE2,64,リペア品,74,破損なし,染みあり,◯,履歴なし,351458130791440,5000,1250,6250,12980,販売済,S出品済,2026/01/28,店舗,土本,"バッテリー-2,000",2026/01/13
5124,2025/12/30,鯖江店,鯖江店,土本,14,128,美品,96,破損なし,染みなし,◯,履歴なし,355232488685124,55000,0,55000,72980,販売済,S出品済,2026/01/17,店舗,龍田,,2026/01/11
6071,2025/12/30,福井店,福井店,龍田,13,128,並品,83,破損なし,染みなし,◯,履歴なし,350579240006071,25700,0,25700,45436,販売済,,2026/01/09,店舗,堀,,2025/12/30
6935,2026/01/04,福井店,WEB,堀,SE3,64,良品,100,破損なし,染みなし,◯,履歴あり,355172493666935,20420,0,20420,35980,販売済,,2026/01/05,店舗,龍田,"10%アップ (20,460円)にて買取",
4255,2026/01/05,福井店,WEB,堀,SE2,64,並品,73,破損なし,染みなし,◯,履歴なし,356491107494255,6400,0,6400,15980,販売済,,2026/01/28,店舗,堀,"減額 
バッテリー -2,000円 ",2026/01/22
9579,2026/01/06,福井店,WEB,堀,SE3,64,良品,83,破損なし,染みなし,◯,履歴なし,355486591419579,21300,0,21300,35980,販売済,,2026/01/30,店舗,堀,"バッテリー -1,000円",2026/01/21
3337,2026/01/10,鯖江店,鯖江店,土本,14Pro,128,良品,84,破損なし,染みなし,◯,履歴なし,355833865803337,52400,0,52400,80980,販売済,,2026/01/18,店舗,土本,"バッテリー-1,000",2026/01/13
2715,2026/01/11,福井店,WEB,堀,X,256,リペア品,100,破損なし,染みなし,◯,履歴あり,356738083642715,4000,0,4000,14980,販売済,,2026/01/28,店舗,堀,"画面修理なし
リペア品 価格で販売",2026/01/21
5094,2026/01/11,福井店,福井店,堀,12,128,並品,78,破損なし,染みなし,◯,履歴なし,353048112295094,14400,0,14400,40980,販売済,S出品済,2026/01/23,店舗,土本,"バッテリー-2,000",2026/01/21
7506,2026/01/11,福井店,WEB,堀,12,256,良品,76,破損なし,染みなし,◯,履歴なし,353051112627506,21600,0,21600,39980,販売済,,2026/01/16,店舗,龍田,"バッテリー -2,000円",2026/01/12
912,2026/01/17,鯖江店,鯖江店,龍田,SE3,128,美品,76,破損なし,染みなし,◯,履歴なし,359968970400912,24000,0,24000,46980,販売済,S出品済,2026/01/25,店舗,龍田,"バッテリー-2,000",2026/01/21
5880,2026/01/20,福井店,WEB,龍田,12,256,超美品,100,破損なし,染みなし,◯,履歴なし,353560907795880,36000,0,36000,52980,販売済,,2026/01/23,店舗,龍田,,
