売上ID,日付,担当者,店舗,チャネル,来店経路,大項目,機種カテゴリ,機種,メニュー,仕入先,IMEI,売上金額,原価,粗利,値引き,最終売上,備考,登録日時
20251229-012-02,2025-12-29,龍田,福井店,店舗,その他,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2025/12/29 19:40:50
20251229-013-01,2025-12-29,龍田,福井店,店舗,その他,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2025/12/29 19:41:04
20251229-014-01,2025-12-29,龍田,福井店,店舗,その他,iPhone修理,iPhone,15ProMax,バッテリー,アイサポ,,11800,4690,7110,0,11800,,2025/12/29 19:41:24
20251229-015-01,2025-12-29,龍田,福井店,店舗,その他,iPhone修理,iPhone,12,バッテリー,アイサポ,,7709,2990,4719,0,7709,,2025/12/29 19:41:44
20251229-016-01,2025-12-29,龍田,福井店,店舗,その他,iPhone修理,iPhone,13,HGバッテリー,アイサポ,,11618,4790,6828,0,11618,,2025/12/29 19:42:09
20251229-016-02,2025-12-29,龍田,福井店,店舗,その他,アクセサリ,アクセサリ,,フィルムP,アイサポ,,2000,300,1700,0,2000,,2025/12/29 19:42:09
20251229-017-01,2025-12-29,龍田,福井店,店舗,その他,iPhone修理,iPhone,12mini,バッテリー,アイサポ,,7709,2990,4719,0,7709,,2025/12/29 19:42:39
20251229-017-02,2025-12-29,龍田,福井店,店舗,その他,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2025/12/29 19:42:39
20251229-018-01,2025-12-29,龍田,福井店,店舗,その他,iPhone修理,iPhone,SE3,HG-F,HW,,9527,2100,7427,0,9527,,2025/12/29 19:43:21
20251229-018-02,2025-12-29,龍田,福井店,店舗,その他,iPhone修理,iPhone,SE3,HGバッテリー,HW,,3000,750,2250,0,3000,,2025/12/29 19:43:21
20251229-019-01,2025-12-29,龍田,福井店,店舗,その他,アクセサリ,アクセサリ,,フィルムP,アイサポ,,2000,300,1700,0,2000,,2025/12/29 19:43:48
20251229-019-02,2025-12-29,龍田,福井店,店舗,その他,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2025/12/29 19:43:48
20251230-001-01,2025-12-30,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,15Pro,TH-L,アイサポ,,26255,16030,10225,0,26255,,2025/12/30 13:08:30
20251230-001-02,2025-12-30,堀,福井店,店舗,ネット検索,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2025/12/30 13:08:30
20251230-002-01,2025-12-30,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,SE2,バッテリー,アイサポ,,5436,2090,3346,0,5436,,2025/12/30 13:09:04
20251230-002-02,2025-12-30,堀,福井店,店舗,ネット検索,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2025/12/30 13:09:04
20251230-003-01,2025-12-30,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,11ProMax,バッテリー,アイサポ,,6800,2790,4010,0,6800,,2025/12/30 13:09:35
20251230-003-02,2025-12-30,堀,福井店,店舗,ネット検索,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2025/12/30 13:09:35
20251230-004-01,2025-12-30,堀,福井店,店舗,リピーター,中古販売,中古,11Pro,256GB 並品,アイサポ,353825108429227,22709,16300,6409,0,22709,,2025/12/30 13:11:59
20251230-005-01,2025-12-30,土本,鯖江店,店舗,リピーター,iPhone修理,iPhone,13mini,HGバッテリー,アイサポ,,11618,4740,6878,580,11038,,2025/12/30 14:07:32
20251230-006-01,2025-12-30,土本,鯖江店,店舗,ネット検索,iPhone修理,iPhone,13,バッテリー,アイサポ,,8618,3390,5228,0,8618,,2025/12/30 14:08:05
20251230-006-02,2025-12-30,土本,鯖江店,店舗,ネット検索,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2025/12/30 14:08:05
20251230-007-01,2025-12-30,龍田,福井店,店舗,紹介,中古販売,中古,12,64GB 良品,アイサポ,352380205773369,27254,14500,12754,0,27254,,2025/12/30 14:59:36
20251230-007-02,2025-12-30,龍田,福井店,店舗,紹介,中古販売,中古,12mini,128GB 美品,アイサポ,353010116498520,30980,14400,16580,0,30980,,2025/12/30 14:59:36
20251230-007-03,2025-12-30,龍田,福井店,店舗,紹介,iPhone修理,iPhone,12,HGバッテリー,HW,,3000,800,2200,0,3000,,2025/12/30 14:59:36
20251230-007-04,2025-12-30,龍田,福井店,店舗,紹介,iPhone修理,iPhone,12mini,HGバッテリー,HW,,3000,800,2200,0,3000,,2025/12/30 14:59:36
20251230-008-01,2025-12-30,龍田,福井店,店舗,紹介,中古販売,中古,11,128GB 並品,アイサポ,356573106680701,24527,11000,13527,0,24527,,2025/12/30 15:17:18
20251230-009-01,2025-12-30,土本,鯖江店,店舗,通りがかり,中古販売,中古,11,128GB 美品,アイサポ,356574109593081,32709,27200,5509,0,32709,,2025/12/30 15:23:25
20251230-010-01,2025-12-30,龍田,福井店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルムP,アイサポ,,2000,300,1700,0,2000,,2025/12/30 17:56:23
20251230-010-02,2025-12-30,龍田,福井店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルムP,アイサポ,,2000,300,1700,0,2000,,2025/12/30 17:56:23
20251230-011-01,2025-12-30,龍田,福井店,店舗,通りがかり,iPhone修理,iPhone,12,HGバッテリー,HW,,10709,800,9909,100,10609,,2025/12/30 17:56:52
20251231-001-01,2025-12-31,土本,鯖江店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2025/12/31 14:33:27
20251231-002-01,2025-12-31,土本,鯖江店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルムP,アイサポ,,1000,300,700,0,1000,,2025/12/31 17:18:57
20251231-003-01,2025-12-31,堀,福井店,店舗,通りがかり,中古販売,中古,13,128GB 超美品,アイサポ,353202257183116,68980,48000,20980,0,68980,,2025/12/31 18:17:26
20251231-003-02,2025-12-31,堀,福井店,店舗,通りがかり,データ移行,データ移行,,データ移行α,アイサポ,,5000,0,5000,0,5000,,2025/12/31 18:17:26
20251231-004-01,2025-12-31,堀,福井店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2025/12/31 18:20:00
20251231-005-01,2025-12-31,堀,福井店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2025/12/31 18:20:38
20251231-005-02,2025-12-31,堀,福井店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2025/12/31 18:20:38
20251231-006-01,2025-12-31,堀,福井店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルムP,アイサポ,,2000,300,1700,0,2000,,2025/12/31 18:21:14
20251231-006-02,2025-12-31,堀,福井店,店舗,通りがかり,アクセサリ,アクセサリ,,手入力,アイサポ,,2980,700,2280,0,2980,,2025/12/31 18:21:14
20251231-007-01,2025-12-31,堀,福井店,店舗,通りがかり,その他,その他,,手入力,アイサポ,,5000,750,4250,0,5000,,2025/12/31 18:21:47
20251231-007-02,2025-12-31,堀,福井店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルムP,アイサポ,,2000,300,1700,0,2000,,2025/12/31 18:21:47
20251231-008-01,2025-12-31,堀,福井店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルムP,アイサポ,,2000,300,1700,0,2000,,2025/12/31 18:22:07
20251231-009-01,2025-12-31,堀,福井店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2025/12/31 18:22:20
20251231-010-01,2025-12-31,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,12,バッテリー,アイサポ,,7709,2990,4719,0,7709,,2025/12/31 18:23:02
20251231-010-02,2025-12-31,堀,福井店,店舗,ネット検索,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2025/12/31 18:23:02
20251231-011-01,2025-12-31,堀,福井店,店舗,リピーター,iPhone修理,iPhone,SE3,TH-F,アイサポ,,5891,3230,2661,0,5891,,2025/12/31 18:24:04
20251231-011-02,2025-12-31,堀,福井店,店舗,リピーター,iPhone修理,iPhone,SE3,HGバッテリー,アイサポ,,8891,3590,5301,1962,6929,,2025/12/31 18:24:04
20251231-012-01,2025-12-31,堀,福井店,店舗,リピーター,iPhone修理,iPhone,SE2,TH-F,アイサポ,,4982,3040,1942,378,4604,,2025/12/31 18:24:24
20251231-013-01,2025-12-31,堀,福井店,店舗,リピーター,iPhone修理,iPhone,13,TH-L,アイサポ,,16709,6740,9969,1024,15685,,2025/12/31 18:25:10
20251231-013-02,2025-12-31,堀,福井店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2025/12/31 18:25:10
20251231-014-01,2025-12-31,堀,福井店,店舗,通りがかり,iPhone修理,iPhone,XSMax,HG-L,HW,,21255,4500,16755,0,21255,,2025/12/31 18:26:21
20251231-014-02,2025-12-31,堀,福井店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2025/12/31 18:26:21
20251231-014-03,2025-12-31,堀,福井店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2025/12/31 18:26:21
20251231-014-04,2025-12-31,堀,福井店,店舗,通りがかり,アクセサリ,アクセサリ,,カメラ保護,アイサポ,,500,0,500,0,500,,2025/12/31 18:26:21
20251231-015-01,2025-12-31,堀,福井店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2025/12/31 18:27:13
20251231-015-02,2025-12-31,堀,福井店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルムP,アイサポ,,2000,300,1700,0,2000,,2025/12/31 18:27:13
20251231-015-03,2025-12-31,堀,福井店,店舗,通りがかり,アクセサリ,アクセサリ,,カメラ保護,アイサポ,,500,0,500,0,500,,2025/12/31 18:27:13
20251231-015-04,2025-12-31,堀,福井店,店舗,通りがかり,アクセサリ,アクセサリ,,カメラ保護,アイサポ,,500,0,500,0,500,,2025/12/31 18:27:13
20251231-016-01,2025-12-31,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,SE2,バッテリー,アイサポ,,5436,2090,3346,100,5336,,2025/12/31 18:27:46
20260102-001-01,2026-01-02,土本,鯖江店,店舗,ネット検索,iPhone修理,iPhone,14,HGバッテリー,アイサポ,,12982,5390,7592,0,12982,,2026/01/02 12:47:40
20260102-002-01,2026-01-02,土本,鯖江店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/02 14:50:21
20260102-003-01,2026-01-02,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,SE2,バッテリー,アイサポ,,5436,2090,3346,0,5436,,2026/01/02 15:28:20
20260102-004-01,2026-01-02,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,12,HGバッテリー,アイサポ,,10709,4340,6369,0,10709,,2026/01/02 15:28:50
20260102-004-02,2026-01-02,堀,福井店,店舗,ネット検索,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/02 15:28:50
20260102-005-01,2026-01-02,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,11Pro,HGバッテリー,アイサポ,,9800,4090,5710,0,9800,,2026/01/02 15:29:31
20260102-005-02,2026-01-02,堀,福井店,店舗,ネット検索,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/02 15:29:31
20260102-005-03,2026-01-02,堀,福井店,店舗,ネット検索,アクセサリ,アクセサリ,,カメラ保護,アイサポ,,500,0,500,0,500,,2026/01/02 15:29:31
20260102-006-01,2026-01-02,堀,福井店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/02 15:36:54
20260102-007-01,2026-01-02,堀,福井店,店舗,リピーター,iPhone修理,iPhone,7P,バッテリー,HW,,4982,610,4372,274,4708,,2026/01/02 15:37:23
20260102-008-01,2026-01-02,土本,鯖江店,店舗,ネット検索,iPhone修理,iPhone,12,バッテリー,アイサポ,,7709,2990,4719,100,7609,,2026/01/02 17:38:21
20260102-009-01,2026-01-02,土本,鯖江店,店舗,ネット検索,iPhone修理,iPhone,14ProMax,TH-L,アイサポ,,26255,16540,9715,100,26155,,2026/01/02 17:38:58
20260102-009-02,2026-01-02,土本,鯖江店,店舗,ネット検索,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/02 17:38:58
20260102-010-01,2026-01-02,土本,鯖江店,店舗,リピーター,iPhone修理,iPhone,13mini,HGバッテリー,HW,,5000,850,4150,0,5000,,2026/01/02 17:39:23
20260102-011-01,2026-01-02,堀,福井店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/02 17:51:04
20260102-012-01,2026-01-02,堀,福井店,店舗,リピーター,iPhone修理,iPhone,13,HGバッテリー,HW,,11618,900,10718,639,10979,,2026/01/02 17:51:37
20260102-013-01,2026-01-02,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,16,未修理,アイサポ,,3000,0,3000,0,3000,,2026/01/02 17:51:58
20260103-001-01,2026-01-03,堀,福井店,店舗,通りがかり,中古販売,中古,SE2,128GB 美品,アイサポ,356785116656469,24527,13600,10927,5000,19527,,2026/01/03 13:01:08
20260103-001-02,2026-01-03,堀,福井店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/03 13:01:08
20260103-001-03,2026-01-03,堀,福井店,店舗,通りがかり,アクセサリ,アクセサリ,,ケース,アイサポ,,500,100,400,0,500,,2026/01/03 13:01:08
20260103-002-01,2026-01-03,堀,福井店,店舗,ネット検索,iPad修理,iPad,Air2,バッテリー,アイサポ,,13619,2390,11229,0,13619,,2026/01/03 15:10:19
20260103-003-01,2026-01-03,堀,福井店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/03 15:10:54
20260103-003-02,2026-01-03,堀,福井店,店舗,通りがかり,アクセサリ,アクセサリ,,ケース,アイサポ,,500,100,400,0,500,,2026/01/03 15:10:54
20260103-004-01,2026-01-03,堀,福井店,店舗,リピーター,中古販売,中古,13Pro,128GB 美品,アイサポ,356310703884760,68164,57600,10564,0,68164,,2026/01/03 15:11:59
20260103-004-02,2026-01-03,堀,福井店,店舗,リピーター,アクセサリ,アクセサリ,,フィルムP,アイサポ,,2000,300,1700,0,2000,,2026/01/03 15:11:59
20260103-005-01,2026-01-03,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,12mini,未修理,アイサポ,,3000,0,3000,0,3000,,2026/01/03 15:58:14
20260103-006-01,2026-01-03,龍田,鯖江店,店舗,通りがかり,アクセサリ,アクセサリ,,手入力,アイサポ,,1780,271,1509,0,1780,,2026/01/03 18:20:40
20260103-007-01,2026-01-03,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,SE2,HG-F,アイサポ,,7709,4040,3669,0,7709,,2026/01/03 19:10:21
20260104-001-01,2026-01-04,堀,福井店,店舗,リピーター,iPhone修理,iPhone,12mini,バッテリー,アイサポ,,7709,2990,4719,425,7284,,2026/01/04 14:18:35
20260104-002-01,2026-01-04,堀,福井店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/04 14:18:53
20260104-003-01,2026-01-04,土本,鯖江店,店舗,リピーター,中古販売,中古,15,128GB 美品,アイサポ,355800722388398,86345,84000,2345,0,86345,,2026/01/04 14:31:17
20260104-003-02,2026-01-04,土本,鯖江店,店舗,リピーター,データ移行,データ移行,,データ移行,アイサポ,,3000,0,3000,0,3000,,2026/01/04 14:31:17
20260104-004-01,2026-01-04,土本,鯖江店,店舗,ネット検索,iPhone修理,iPhone,SE2,バッテリー,アイサポ,,5436,2090,3346,100,5336,,2026/01/04 15:59:06
20260104-004-02,2026-01-04,土本,鯖江店,店舗,ネット検索,iPhone修理,iPhone,SE2,バッテリー,アイサポ,,5436,2090,3346,100,5336,,2026/01/04 15:59:06
20260104-005-01,2026-01-04,土本,鯖江店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/04 15:59:56
20260104-006-01,2026-01-04,土本,鯖江店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/04 16:00:16
20260104-007-01,2026-01-04,土本,鯖江店,店舗,ネット検索,iPhone修理,iPhone,12,未修理,アイサポ,,3000,0,3000,0,3000,,2026/01/04 19:30:04
20260105-001-01,2026-01-05,土本,鯖江店,店舗,ネット検索,iPhone修理,iPhone,11,TH-L,アイサポ,,13073,5280,7793,0,13073,,2026/01/05 12:35:59
20260105-001-02,2026-01-05,土本,鯖江店,店舗,ネット検索,iPhone修理,iPhone,11,バッテリー,アイサポ,,6345,2490,3855,1100,5245,,2026/01/05 12:35:59
20260105-002-01,2026-01-05,龍田,福井店,店舗,リピーター,中古販売,中古,SE3,64GB 良品,アイサポ,355172493666935,36345,20420,15925,0,36345,,2026/01/05 18:48:23
20260105-002-02,2026-01-05,龍田,福井店,店舗,リピーター,データ移行,データ移行,,データ移行,アイサポ,,3000,0,3000,0,3000,,2026/01/05 18:48:23
20260105-003-01,2026-01-05,龍田,福井店,店舗,通りがかり,iPhone修理,iPhone,12mini,バッテリー,アイサポ,,7709,2990,4719,0,7709,,2026/01/05 18:48:51
20260105-003-02,2026-01-05,龍田,福井店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/05 18:48:51
20260105-004-01,2026-01-05,龍田,福井店,店舗,リピーター,iPhone修理,iPhone,13Pro,HG-L,HW,,20000,6200,13800,0,20000,,2026/01/05 18:49:35
20260105-004-02,2026-01-05,龍田,福井店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/05 18:49:35
20260105-005-01,2026-01-05,龍田,福井店,店舗,リピーター,iPhone修理,iPhone,SE2,HGバッテリー,HW,,3000,650,2350,0,3000,,2026/01/05 18:49:59
20260105-006-01,2026-01-05,土本,鯖江店,店舗,リピーター,iPhone修理,iPhone,8,バッテリー,アイサポ,,5255,2110,3145,358,4897,,2026/01/05 18:59:54
20260105-006-02,2026-01-05,土本,鯖江店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/05 18:59:54
20260105-007-01,2026-01-05,土本,鯖江店,店舗,リピーター,iPhone修理,iPhone,11,TH-L,アイサポ,,13073,5280,7793,654,12419,,2026/01/05 19:01:51
20260106-001-01,2026-01-06,龍田,鯖江店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルムP,アイサポ,,2000,300,1700,0,2000,,2026/01/06 15:14:54
20260106-002-01,2026-01-06,龍田,鯖江店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/06 15:15:05
20260106-003-01,2026-01-06,龍田,鯖江店,店舗,通りがかり,中古販売,中古,14,256GB 並品,アイサポ,358851436759710,62709,29260,33449,0,62709,,2026/01/06 15:15:59
20260106-003-02,2026-01-06,龍田,鯖江店,店舗,通りがかり,データ移行,データ移行,,データ移行,アイサポ,,3000,0,3000,0,3000,,2026/01/06 15:15:59
20260106-004-01,2026-01-06,龍田,鯖江店,店舗,通りがかり,iPhone修理,iPhone,SE3,バッテリー,アイサポ,,5891,2290,3601,0,5891,,2026/01/06 18:01:39
20260106-004-02,2026-01-06,龍田,鯖江店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/06 18:01:39
20260106-005-01,2026-01-06,堀,福井店,店舗,リピーター,iPhone修理,iPhone,12mini,手入力,アイサポ,,3000,880,2120,0,3000,,2026/01/06 19:03:18
20260106-005-02,2026-01-06,堀,福井店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/06 19:03:18
20260106-006-01,2026-01-06,堀,福井店,店舗,リピーター,iPhone修理,iPhone,14Pro,手入力,HW,,5000,1320,3680,0,5000,,2026/01/06 19:04:13
20260106-006-02,2026-01-06,堀,福井店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/06 19:04:13
20260106-007-01,2026-01-06,堀,福井店,店舗,リピーター,iPhone修理,iPhone,12mini,HGバッテリー,アイサポ,,10709,4340,6369,589,10120,,2026/01/06 19:04:48
20260106-008-01,2026-01-06,堀,福井店,店舗,通りがかり,iPhone修理,iPhone,12Pro,コネクタ,HW,,13455,1650,11805,0,13455,,2026/01/06 19:05:19
20260106-009-01,2026-01-06,龍田,鯖江店,店舗,ネット検索,iPhone修理,iPhone,11Pro,HGバッテリー,HW,,9800,1000,8800,0,9800,,2026/01/06 19:19:33
20260107-001-01,2026-01-07,龍田,福井店,店舗,ネット検索,iPhone修理,iPhone,8,バッテリー,アイサポ,,5255,2110,3145,100,5155,,2026/01/07 17:40:25
20260107-002-01,2026-01-07,龍田,福井店,店舗,ネット検索,アクセサリ,アクセサリ,,カメラ保護,アイサポ,,500,0,500,0,500,,2026/01/07 17:41:15
20260107-003-01,2026-01-07,龍田,福井店,店舗,ネット検索,iPhone修理,iPhone,SE3,HG-F,アイサポ,,9527,4040,5487,100,9427,,2026/01/07 17:41:51
20260107-004-01,2026-01-07,龍田,福井店,店舗,ネット検索,中古販売,中古,11,64GB 良品,アイサポ,354003107257533,24527,10000,14527,0,24527,,2026/01/07 17:43:48
20260107-004-02,2026-01-07,龍田,福井店,店舗,ネット検索,中古販売,中古,11,128GB 良品,アイサポ,352924110980252,27255,13500,13755,0,27255,,2026/01/07 17:43:48
20260107-004-03,2026-01-07,龍田,福井店,店舗,ネット検索,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/07 17:43:48
20260107-004-04,2026-01-07,龍田,福井店,店舗,ネット検索,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/07 17:43:48
20260107-004-05,2026-01-07,龍田,福井店,店舗,ネット検索,iPhone修理,iPhone,11,HGバッテリー,HW,,3000,850,2150,0,3000,,2026/01/07 17:43:48
20260107-005-01,2026-01-07,堀,福井店,店舗,その他,iPad修理,iPad,Pad8,バッテリー,アイサポ,,13165,2290,10875,100,13065,,2026/01/07 18:57:49
20260107-006-01,2026-01-07,土本,鯖江店,店舗,ネット検索,iPhone修理,iPhone,14ProMax,未修理,アイサポ,,3000,0,3000,0,3000,,2026/01/07 19:21:57
20260108-001-01,2026-01-08,土本,鯖江店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルムP,アイサポ,,2000,300,1700,0,2000,,2026/01/08 15:57:17
20260108-002-01,2026-01-08,土本,鯖江店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/08 18:48:33
20260108-003-01,2026-01-08,土本,鯖江店,店舗,リピーター,iPhone修理,iPhone,11,TH-L,アイサポ,,13073,5280,7793,654,13073,,2026/01/08 18:49:16
20260109-001-01,2026-01-09,堀,福井店,店舗,リピーター,iPhone修理,iPhone,SE2,バッテリー,アイサポ,,5436,2090,3346,404,5032,,2026/01/09 15:51:53
20260109-002-01,2026-01-09,堀,福井店,店舗,ネット検索,中古販売,中古,SE2,128GB 美品,アイサポ,356742114416917,18164,13600,4564,0,18164,,2026/01/09 15:53:22
20260109-002-02,2026-01-09,堀,福井店,店舗,ネット検索,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/09 15:53:22
20260109-003-01,2026-01-09,堀,福井店,店舗,リピーター,iPhone修理,iPhone,XR,作業費,アイサポ,,4528,0,4528,0,4528,,2026/01/09 15:55:53
20260109-004-01,2026-01-09,堀,福井店,店舗,リピーター,iPhone修理,iPhone,12,作業費,アイサポ,,3000,0,3000,0,3000,,2026/01/09 15:56:26
20260109-005-01,2026-01-09,土本,鯖江店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/09 19:05:38
20260109-006-01,2026-01-09,堀,福井店,店舗,リピーター,中古販売,中古,13,128GB 並品,アイサポ,350579240006071,45436,25700,19736,0,45436,,2026/01/09 20:11:38
20260110-001-01,2026-01-10,土本,鯖江店,店舗,ネット検索,iPad修理,iPad,mini 6,バッテリー,アイサポ,,16346,2990,13356,100,16246,,2026/01/10 15:14:28
20260110-002-01,2026-01-10,土本,鯖江店,店舗,リピーター,アクセサリ,アクセサリ,,コーティング単,アイサポ,,3000,300,2700,0,3000,,2026/01/10 15:15:18
